customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
2465,20330812335,Joe,Van Meter,9416 Bentley Ct,Novato,CA,62283,USA,5/12/1929,M,$10K - $30K,F,1,1,Partial High School,8/2/1992,Normal,Skilled Manual,N
2466,20341873800,Clara,Muse,912 Vallejo,Chula Vista,CA,49994,USA,6/1/1954,M,$70K - $90K,F,3,0,Graduate Degree,10/3/1994,Silver,Management,Y
2467,20346299409,Catherine,Hagae,7026 Hooftrail Way,Acapulco,Guerrero,15756,Mexico,1/6/1962,M,$70K - $90K,F,4,2,Bachelors Degree,9/8/1993,Bronze,Management,N
2468,20363835700,Janet,Mohr,8775 Bovlevard,Corvallis,OR,68628,USA,11/19/1936,S,$130K - $150K,F,4,0,High School Degree,12/13/1991,Bronze,Professional,Y
2469,20364087820,Maria,Bade,5144 Via Bonita,Ballard,WA,99550,USA,7/20/1978,S,$70K - $90K,F,1,0,Partial High School,8/7/1992,Normal,Professional,N
2470,20371453200,Barbara,Poston,9803 Holiday Hill Dr,Burbank,CA,19585,USA,10/17/1950,M,$30K - $50K,F,5,2,Partial College,5/5/1990,Bronze,Manual,Y
2471,20396102700,Valerie,Hill,6425 Adelia Court,Burien,WA,89376,USA,11/16/1925,S,$10K - $30K,M,2,0,Partial High School,10/23/1992,Normal,Manual,Y
2472,20401483200,Linda,Sparks,6027 Lisa Ann Street,Lakewood,CA,74572,USA,4/4/1910,M,$10K - $30K,M,4,1,Partial High School,7/11/1994,Normal,Manual,N
2473,20408355000,Ron,Bratek,5560 Hanover St.,Santa Cruz,CA,11526,USA,2/4/1925,S,$10K - $30K,M,1,0,Partial High School,9/7/1992,Normal,Skilled Manual,N
2474,20410709977,Andrew,Yates,3383 Castle Hill Road,Anacortes,WA,61883,USA,3/25/1973,M,$130K - $150K,F,1,1,Bachelors Degree,6/18/1991,Bronze,Management,Y
2475,20412925481,Pamela,Howard,3169 Estela,Merida,Yucatan,63998,Mexico,1/14/1919,S,$30K - $50K,F,5,0,Partial College,10/5/1993,Bronze,Manual,N
2476,20418418645,Linda,Stidham,8590 Hoek Maple Court,Acapulco,Guerrero,54224,Mexico,11/5/1914,S,$10K - $30K,F,4,0,Partial High School,8/20/1993,Normal,Manual,Y
2477,20425682100,James,Boles,1287 Youngsdale Drive,Concord,CA,22501,USA,11/4/1973,M,$150K +,F,3,1,High School Degree,5/18/1992,Golden,Professional,Y
2478,20429415700,Rachel,Tatom,9618 San Rafael,La Mesa,CA,51812,USA,11/21/1955,S,$110K - $130K,F,4,0,Bachelors Degree,8/23/1993,Bronze,Management,Y
2479,20438229400,Julie,Vij,2569 Webster Drive,Lebanon,OR,38619,USA,7/3/1958,S,$50K - $70K,M,4,0,Partial High School,5/4/1992,Bronze,Skilled Manual,N
2480,20452321767,Henry,Karle,3810 Freda Drive,Santa Anita,DF,60168,Mexico,11/22/1965,M,$30K - $50K,M,0,0,High School Degree,2/7/1993,Bronze,Skilled Manual,Y
2481,20474385600,Jose,Clementi,7014 Yorba Linda,Orizaba,Veracruz,51694,Mexico,2/21/1926,S,$50K - $70K,F,3,0,Bachelors Degree,4/7/1992,Bronze,Professional,N
2482,20479760800,Stephanie,Sanok,8510 G St.,Salem,OR,39405,USA,6/5/1977,M,$30K - $50K,F,4,4,Partial High School,6/17/1993,Golden,Skilled Manual,N
2483,20484540500,Cecil,Ursick,1969 Meadowvale Court,Lincoln Acres,CA,51662,USA,11/18/1959,S,$90K - $110K,F,4,0,High School Degree,9/8/1993,Bronze,Professional,Y
2484,20497103929,Roberto,Mc Keon,6374 Las Palmas,San Carlos,CA,58038,USA,7/2/1965,M,$50K - $70K,M,2,1,Bachelors Degree,11/22/1993,Bronze,Professional,Y
2485,20514441728,Mary Anne,Watts,2742 Cincerto Circle,Sooke,BC,62669,Canada,2/11/1911,S,$50K - $70K,M,4,0,Bachelors Degree,7/24/1993,Bronze,Professional,N
2486,20525175900,Cathy,Thomas,4746 Mcelroy Court,San Andres,DF,81703,Mexico,10/21/1973,S,$130K - $150K,M,4,0,High School Degree,3/27/1991,Bronze,Professional,Y
2487,20529483556,Lisa,Salka,4024 Calhoun Court,Redmond,WA,52495,USA,10/1/1922,M,$30K - $50K,F,2,1,High School Degree,8/26/1992,Bronze,Skilled Manual,Y
2488,20534080862,Marion,Smith,8937 Thors Bay Road,El Cajon,CA,37690,USA,11/14/1939,M,$150K +,M,4,4,High School Degree,6/19/1992,Golden,Professional,Y
2489,20535631200,Clarine,Arbaiza,5814 Homestead Avenue,Santa Anita,DF,99936,Mexico,9/22/1929,M,$30K - $50K,M,4,3,High School Degree,5/12/1992,Golden,Skilled Manual,Y
2490,20538603067,Patricia,Borus,3637 Guillermo,San Jose,CA,25001,USA,6/13/1938,M,$10K - $30K,F,3,3,Partial High School,10/21/1993,Normal,Manual,Y
2491,20539069800,Sonya,Burns,3424 Roehlidge Lane,Langley,BC,27116,Canada,2/14/1924,M,$10K - $30K,M,5,2,Partial High School,2/16/1990,Normal,Skilled Manual,N
2492,20549605488,Je,Hoffman,1501 Shannon Ln,Ladner,BC,43635,Canada,8/2/1951,S,$30K - $50K,M,4,0,High School Degree,8/1/1992,Silver,Manual,N
2493,20573428900,Jean,Martinez,1542 Orwood Dr,Olympia,WA,11911,USA,7/9/1914,S,$110K - $130K,F,1,0,Bachelors Degree,12/23/1992,Bronze,Management,Y
2494,20583589100,Linda,Vasquez,2529 Greer Ave,Arcadia,CA,93591,USA,3/24/1928,M,$50K - $70K,F,1,1,Bachelors Degree,4/9/1992,Bronze,Professional,Y
2495,20603775382,Pamela,Baker,2823 Napa Court,Colma,CA,17372,USA,7/2/1963,M,$30K - $50K,F,4,3,High School Degree,8/12/1990,Bronze,Manual,Y
2496,20619557499,Dawn,Ure,4064 Regina Lane,Oregon City,OR,49579,USA,7/5/1924,S,$50K - $70K,M,2,0,Partial College,10/2/1993,Bronze,Clerical,Y
2497,20627067685,Mary Katherine,Sloan,7268 Norcross Lane,Shawnee,BC,73856,Canada,5/28/1917,M,$30K - $50K,F,4,1,High School Degree,8/26/1994,Bronze,Manual,N
2498,20634679800,Meriann,Giles,8764 Pacific,Shawnee,BC,87859,Canada,3/23/1948,M,$110K - $130K,F,4,4,Bachelors Degree,9/17/1993,Silver,Management,Y
2499,20635125000,John,Stone,4878 Concerto Circle,Burnaby,BC,27328,Canada,2/22/1950,M,$30K - $50K,M,3,2,Partial College,9/6/1990,Bronze,Skilled Manual,Y
2500,20639904737,Lisa,Salazar,7874 Jones Lane,Merida,Yucatan,80200,Mexico,8/14/1930,M,$30K - $50K,F,0,0,High School Degree,2/24/1994,Bronze,Skilled Manual,Y
2501,20640205100,Vivian,Archilla,4243 Willow Creek Ct,Guadalajara,Jalisco,12124,Mexico,11/20/1978,S,$30K - $50K,F,2,0,High School Degree,5/23/1991,Bronze,Manual,N
2502,20642731785,Donna,Strang,8901 Fourth Stret,National City,CA,31157,USA,1/9/1942,M,$10K - $30K,F,1,1,Partial High School,1/8/1992,Normal,Skilled Manual,Y
2503,20648203492,Venus,Powell,5524 Virgil St,Tlaxiaco,Oaxaca,19502,Mexico,9/13/1923,M,$150K +,F,1,1,Bachelors Degree,2/4/1991,Golden,Professional,N
2504,20650826692,Pauline,McAnarney,438 Perry Way,San Andres,DF,86144,Mexico,7/23/1972,M,$50K - $70K,F,1,1,Bachelors Degree,3/14/1992,Bronze,Professional,Y
2505,20657237200,Gary,Cody,9969 Coggins Drive,Richmond,BC,23098,Canada,12/2/1923,M,$30K - $50K,M,4,4,High School Degree,12/15/1990,Golden,Skilled Manual,Y
2506,20666050900,Colleen,Fellhauer,5137 Napa Court,Issaquah,WA,73455,USA,6/17/1964,M,$90K - $110K,M,3,3,Bachelors Degree,3/21/1993,Golden,Management,N
2507,20668588300,Patricia,Ogelb,4924 Mariposa,Bremerton,WA,75570,USA,12/26/1924,S,$10K - $30K,F,4,0,Partial High School,2/14/1992,Normal,Skilled Manual,N
2508,20671715736,Curt,Espinoza,3001 Mt. Etna,Bellingham,WA,92089,USA,3/11/1914,S,$30K - $50K,F,0,0,High School Degree,4/23/1992,Bronze,Manual,N
2509,20694434000,Robert,Williams,5697 Jacqueline Way,West Covina,CA,60365,USA,10/16/1979,S,$30K - $50K,F,3,0,High School Degree,8/2/1993,Bronze,Skilled Manual,Y
2510,20701482892,Leslie,Rainosek,4029 The Alameda,Hidalgo,Zacatecas,16754,Mexico,6/11/1967,S,$10K - $30K,M,1,0,Partial High School,7/12/1990,Normal,Skilled Manual,N
2511,20702931284,Charles,Garrison,6979 Harvard Drive,Puyallup,WA,50191,USA,7/14/1964,M,$30K - $50K,M,2,0,Partial College,5/2/1994,Bronze,Management,N
2512,20710119600,Nancy,Tebo,5565 Logan Court,Imperial Beach,CA,71741,USA,3/1/1964,M,$10K - $30K,F,2,2,Partial High School,1/21/1992,Normal,Skilled Manual,Y
2513,20717737100,Rose,Perez,8769 Heavenly Drive,W. Linn,OR,38879,USA,1/5/1932,S,$30K - $50K,M,2,0,Partial High School,7/16/1991,Bronze,Skilled Manual,N
2514,20726255800,Alma,Osborne,265 Jeff Ct,Oakland,CA,26590,USA,6/24/1925,M,$10K - $30K,F,0,0,Partial High School,2/20/1991,Normal,Manual,N
2515,20732768177,Nancy,Roberson,6379 Yellowood Place,Burbank,CA,91350,USA,2/21/1959,M,$30K - $50K,M,2,2,Partial College,12/17/1991,Bronze,Management,Y
2516,20746415257,Winston,Tresso,8128 Honey Trail Lane,Newton,BC,45223,Canada,3/23/1963,M,$110K - $130K,M,5,1,Partial High School,2/22/1991,Normal,Professional,Y
2517,20753973722,Elizabeth,Brubaker,4497 Nulty Dr,San Carlos,CA,49854,USA,3/27/1973,S,$50K - $70K,F,4,0,Bachelors Degree,2/19/1991,Bronze,Professional,N
2518,20759343504,William,White,9155 Red Leaf,Bellingham,WA,68888,USA,6/15/1971,S,$50K - $70K,M,1,0,Bachelors Degree,5/28/1993,Bronze,Management,N
2519,20771966000,Gregory,Wise,5778 Mt Trinity Court,Oak Bay,BC,65972,Canada,11/17/1914,M,$130K - $150K,M,1,1,High School Degree,3/21/1994,Bronze,Professional,Y
2520,20772416600,Joseph,Goddard,3348 Galindo Street,Beaverton,OR,51168,USA,8/8/1937,S,$30K - $50K,M,3,0,High School Degree,11/1/1993,Bronze,Manual,Y
2521,20795623064,Peter,Burr,224 Stroer Lane,Arcadia,CA,87121,USA,9/11/1920,S,$30K - $50K,M,1,0,High School Degree,5/27/1993,Bronze,Skilled Manual,Y
2522,20809999704,Karen,Thurlow,8047 Dover Drive,Cliffside,BC,38478,Canada,8/5/1930,S,$110K - $130K,M,3,0,Partial High School,7/14/1990,Silver,Management,Y
2523,20823700428,Katherine,Wallin,7833 Chilpancingo Pkwy,Altadena,CA,40593,USA,11/11/1921,S,$90K - $110K,M,3,0,High School Degree,3/4/1991,Normal,Management,Y
2524,20825921297,Susan,McCarthy,5911 Del Vista Court,Burbank,CA,30820,USA,10/20/1943,S,$30K - $50K,F,3,0,High School Degree,5/21/1993,Bronze,Skilled Manual,Y
2525,20826184153,Eric,Singh,5951 Snowberry Court,Albany,OR,98096,USA,3/22/1970,S,$70K - $90K,M,0,0,Bachelors Degree,6/21/1992,Bronze,Professional,N
2526,20835164189,Lorraine,Dills,4283 Meaham Drive,San Diego,CA,80776,USA,5/15/1920,S,$30K - $50K,F,3,0,High School Degree,5/12/1992,Bronze,Skilled Manual,Y
2527,20835861563,Magdalena,Weidlich,7233 Leticia,N. Vancouver,BC,15215,Canada,3/16/1949,M,$30K - $50K,M,4,3,High School Degree,11/26/1993,Golden,Skilled Manual,Y
2528,20837250900,Ed,Bias,8474 Carmel Drive,Hidalgo,Zacatecas,36764,Mexico,10/11/1923,S,$30K - $50K,M,1,0,Partial College,4/16/1994,Bronze,Professional,N
2529,20837996600,John,Shipman,7613 Orwood Dr,Long Beach,CA,36364,USA,5/12/1923,M,$70K - $90K,F,1,0,Bachelors Degree,6/7/1990,Bronze,Professional,N
2530,20845871567,Otis,Cowen,9109 Pinetree Court,Long Beach,CA,75334,USA,6/1/1948,M,$10K - $30K,F,3,1,Partial High School,11/20/1993,Normal,Manual,Y
2531,20854132800,Maria,Rottmann,2568 Danielle Court,Richmond,CA,14803,USA,1/7/1956,S,$10K - $30K,F,3,0,Partial High School,7/14/1991,Normal,Skilled Manual,Y
2532,20869609117,Carlos,Rubin,6973 Elena,Shawnee,BC,93968,Canada,11/20/1930,S,$30K - $50K,F,4,0,High School Degree,1/3/1994,Normal,Skilled Manual,Y
2533,20873020887,Louis,Jackson,3341 Teakwood Dr,Bellflower,CA,98598,USA,10/5/1914,M,$50K - $70K,M,1,1,Bachelors Degree,9/24/1991,Silver,Professional,Y
2534,20876539900,Marialice,Austin,5345 Willow Avenue,Metchosin,BC,18633,Canada,10/18/1944,S,$50K - $70K,F,4,0,Bachelors Degree,12/17/1991,Bronze,Management,N
2535,20878868103,William,Jacobs,4623 St. George Dr,Grossmont,CA,88424,USA,10/2/1911,M,$30K - $50K,M,2,0,Partial College,9/18/1993,Bronze,Manual,Y
2536,20880273600,Jean,Jersin,9536 Mt. Hood Circle,Imperial Beach,CA,73620,USA,3/18/1966,S,$10K - $30K,F,4,0,Partial High School,2/23/1990,Normal,Skilled Manual,N
2537,20886850357,Caitin,Wang,9068 Bohon Circle,Shawnee,BC,10574,Canada,4/2/1923,S,$30K - $50K,F,5,0,High School Degree,4/19/1992,Bronze,Manual,Y
2538,20895959100,John,Lucero,4236 Malibu Place,Oakland,CA,60930,USA,3/11/1959,S,$30K - $50K,M,1,0,Partial College,2/3/1991,Bronze,Clerical,Y
2539,20900754928,Ann,Pearce,4023 Jasper Court,Burnaby,BC,63045,Canada,1/15/1913,M,$30K - $50K,M,4,4,Partial High School,8/28/1991,Golden,Manual,Y
2540,20915828900,Carmen,Gertz,2100 Linton Terr,Langley,BC,79564,Canada,11/5/1978,S,$10K - $30K,F,3,0,Partial High School,7/16/1990,Normal,Manual,N
2541,20919374823,William,Cornett,2141 Bancroft Road,Edmonds,WA,47841,USA,6/3/1957,M,$50K - $70K,F,2,2,Partial College,3/13/1993,Bronze,Skilled Manual,N
2542,20920013200,Lori,Breeze,3128 Second Street,Santa Monica,CA,42294,USA,5/20/1939,M,$10K - $30K,M,4,1,Partial High School,7/18/1990,Normal,Skilled Manual,N
2543,20927330300,Martha,Jackson,3422 Alvarado,Tlaxiaco,Oaxaca,37667,Mexico,10/17/1930,S,$30K - $50K,F,3,0,High School Degree,11/24/1990,Bronze,Manual,N
2544,20935859680,Irene,Brewer,4663 Hoek Maple Court,Oakland,CA,85508,USA,3/10/1937,M,$90K - $110K,F,4,4,Graduate Degree,11/11/1992,Golden,Professional,Y
2545,20937528014,John,Whistle,7867 F Mt Hood Circle,Richmond,BC,58815,Canada,5/8/1968,S,$10K - $30K,F,1,0,Partial High School,2/11/1992,Normal,Skilled Manual,N
2546,20949292200,Filomena,Little,9363 Vista Bonita,Cliffside,BC,72819,Canada,6/6/1967,M,$30K - $50K,F,3,3,High School Degree,4/21/1992,Golden,Manual,Y
2547,20950729846,Peter,Contreras,5477 Oak Leaf Ct,Yakima,WA,45044,USA,8/8/1937,M,$70K - $90K,F,3,2,Graduate Degree,7/12/1992,Bronze,Professional,Y
2548,20977975700,Frances,Schultz,7227 Frayne Ln,Salem,OR,57376,USA,4/19/1943,S,$70K - $90K,M,1,0,Bachelors Degree,9/26/1992,Bronze,Professional,Y
2549,20979960560,Derik,Mathis,3595 May Way,Mexico City,Mexico,88298,Mexico,10/28/1959,S,$70K - $90K,M,3,0,Bachelors Degree,2/17/1991,Bronze,Professional,N
2550,20982755400,Shelly,Lawn,8254 Nridgewood Drive,San Diego,CA,83334,USA,7/11/1952,M,$110K - $130K,M,3,1,High School Degree,1/4/1991,Bronze,Management,Y
2551,20992701053,Gledola,Connelly,4877 Limewood Place,Camacho,Zacatecas,78124,Mexico,7/18/1971,M,$70K - $90K,F,4,4,High School Degree,6/3/1991,Golden,Professional,N
2552,20993661300,Janet,Schenkenberger,9790 Deer Creek Lane,Metchosin,BC,63320,Canada,11/15/1929,S,$30K - $50K,F,4,0,High School Degree,5/13/1990,Bronze,Skilled Manual,N
2553,20995302800,Maria,Kountz,9322 Sinaloa,Spokane,WA,99273,USA,6/12/1977,M,$50K - $70K,M,2,1,Bachelors Degree,3/6/1994,Bronze,Professional,Y
2554,21001616716,Ariel,Salka,4490 Chablis Court,Redmond,WA,50631,USA,3/3/1916,S,$50K - $70K,F,0,0,Partial College,9/15/1991,Silver,Management,N
2555,21016218700,Casilda,Walker,4277 Benet Court,Burien,WA,52746,USA,12/28/1976,M,$50K - $70K,M,4,4,Partial College,11/10/1992,Golden,Skilled Manual,Y
2556,21016964300,Herman,Pack,2354 Caravelle Ct,Bremerton,WA,69264,USA,7/15/1934,M,$110K - $130K,M,2,0,Partial High School,6/22/1994,Bronze,Professional,Y
2557,21018541455,Richard,Morrison,5050 Riverside Drive,Langley,BC,11249,Canada,6/23/1966,S,$10K - $30K,F,0,0,Partial High School,10/17/1990,Normal,Manual,N
2558,21023685900,Jeremy,Alexander,4628 Mountain View Place,Newport Beach,CA,92928,USA,2/10/1910,M,$110K - $130K,F,0,0,Graduate Degree,2/3/1990,Bronze,Professional,Y
2559,21026378900,Phyllis,Hanlon,7578 Sierra Road,Edmonds,WA,27367,USA,6/16/1945,M,$110K - $130K,F,3,0,Graduate Degree,4/22/1991,Silver,Management,Y
2560,21026647090,Margaret,Lyons,6164 Cliffside Drive,La Mesa,CA,48916,USA,7/6/1914,S,$30K - $50K,M,3,0,High School Degree,12/7/1992,Bronze,Manual,Y
2561,21028020400,Elaine,Avancena,2024 Belle Dr,Richmond,CA,48516,USA,8/13/1919,M,$30K - $50K,M,3,3,Partial College,6/3/1993,Golden,Skilled Manual,Y
2562,21028766000,Li Mei,Fisher,3519 Brookside Drive,Fremont,CA,36227,USA,3/24/1938,S,$130K - $150K,M,2,0,High School Degree,4/10/1991,Bronze,Management,N
2563,21030160784,Myriam,Nichols,6978 Hoke Dr,Issaquah,WA,19894,USA,5/7/1952,S,$30K - $50K,M,2,0,Partial College,7/10/1993,Normal,Management,Y
2564,21031877398,Robert,Wuertele,1383 Bola Raton Court,Westminster,BC,65414,Canada,7/15/1920,M,$70K - $90K,M,4,4,Bachelors Degree,6/20/1992,Golden,Professional,Y
2565,21038132309,Dale,Ucti,5096 Flamingo Dr,Palo Alto,CA,11171,USA,3/8/1951,S,$30K - $50K,M,4,0,High School Degree,9/19/1994,Bronze,Skilled Manual,N
2566,21050427600,David,Uribe,9754 Hilltop Dr,Lynnwood,WA,30205,USA,9/26/1917,M,$50K - $70K,F,3,2,Partial High School,5/4/1990,Silver,Manual,N
2567,21063345074,Barbara,Gelabert,6377 East Avenue,Newton,BC,27289,Canada,6/4/1968,S,$10K - $30K,F,3,0,Partial College,6/27/1993,Normal,Professional,N
2568,21070447600,Linda,Scharf,3947 Alhambra Valley Rd,Lake Oswego,OR,12485,USA,6/24/1958,M,$50K - $70K,M,2,2,Bachelors Degree,7/10/1990,Bronze,Management,Y
2569,21071193200,Catherine,Ahlberg,824 El Campo Ct,Beverly Hills,CA,48438,USA,9/22/1938,M,$10K - $30K,M,1,1,Partial High School,8/25/1991,Normal,Skilled Manual,Y
2570,21075527700,Mike,Madrid,8646 Pleasant Circle,Spokane,WA,98795,USA,6/21/1921,M,$70K - $90K,M,2,1,Graduate Degree,1/14/1991,Bronze,Management,Y
2571,21076273300,Erica,Goldblatt,8432 Sierra Madre,Beverly Hills,CA,19114,USA,8/19/1939,M,$130K - $150K,F,2,1,High School Degree,12/7/1994,Bronze,Professional,Y
2572,21079636812,Shannon,Tolson,6510 Walter Way,Altadena,CA,91136,USA,11/4/1929,S,$30K - $50K,M,5,0,Partial College,3/16/1993,Silver,Management,N
2573,21087179200,Myrna,Mulberry,6550 Mallard Dr,San Jose,CA,59413,USA,7/9/1923,S,$50K - $70K,F,2,0,Bachelors Degree,6/20/1992,Golden,Management,Y
2574,21088970900,Donald,White,4882 Darlene Drive,Guadalajara,Jalisco,42093,Mexico,2/4/1911,M,$50K - $70K,M,0,0,Bachelors Degree,6/3/1990,Bronze,Management,Y
2575,21122434100,Tara,Pfotenhauer,7832 Landana Dr,Langley,BC,49239,Canada,3/7/1978,M,$110K - $130K,M,1,0,Bachelors Degree,4/20/1993,Silver,Professional,Y
2576,21131398100,Andrew,Garcia,9073 Stimel Drive,Portland,OR,97080,USA,11/21/1979,M,$30K - $50K,F,5,3,Partial High School,8/1/1991,Golden,Manual,N
2577,21132889400,Ana,Bowie,2278 Rosa,Concord,CA,96680,USA,9/25/1946,S,$30K - $50K,F,1,0,Partial High School,6/7/1991,Silver,Skilled Manual,N
2578,21134015917,Carol,Ramirez,3774 Margo Drive,Redwood City,CA,84391,USA,3/17/1940,S,$50K - $70K,M,3,0,Bachelors Degree,12/11/1991,Normal,Professional,N
2579,21135888099,Jessica,Borden,7232 Bales Court,Colma,CA,23860,USA,10/14/1973,M,$30K - $50K,F,2,1,High School Degree,10/20/1990,Bronze,Skilled Manual,N
2580,21145447492,Bonnie,Thiel,1637 San Carlos Ave,Langford,BC,20919,Canada,12/3/1915,M,$30K - $50K,F,2,2,High School Degree,5/1/1991,Bronze,Skilled Manual,Y
2581,21147748827,Hope,Riccillo,8005 RanchfordCourt,San Gabriel,CA,25549,USA,12/7/1926,M,$30K - $50K,M,1,1,High School Degree,5/25/1990,Bronze,Skilled Manual,Y
2582,21151407361,Cathy,Garcia,2665 B Wildbrook Ct,Torrance,CA,44583,USA,12/14/1952,M,$10K - $30K,F,4,2,Partial High School,9/7/1993,Normal,Manual,N
2583,21158735200,Raul,Lewis,9287 Pecan Pl,Bellingham,WA,15375,USA,5/16/1965,S,$130K - $150K,F,2,0,High School Degree,9/11/1994,Bronze,Professional,Y
2584,21174447536,Jose,Thiessen,4201 San Carlos,National City,CA,99570,USA,2/7/1917,M,$30K - $50K,F,1,0,High School Degree,6/18/1993,Bronze,Skilled Manual,Y
2585,21175434589,Ginine,Powers,3733 Water Street,Sooke,BC,36524,Canada,4/10/1971,M,$110K - $130K,F,4,1,Graduate Degree,12/17/1993,Bronze,Management,Y
2586,21178304600,Paula,Pendleton,3426 Serrana Ct,Pomona,CA,86880,USA,5/22/1974,S,$50K - $70K,F,1,0,Bachelors Degree,10/20/1994,Bronze,Management,Y
2587,21184731100,Bob,Alexander,3212 Yellowood Lane,Spokane,WA,88995,USA,8/2/1966,M,$70K - $90K,F,1,0,Bachelors Degree,9/21/1991,Bronze,Professional,N
2588,21187118300,Sarah,Smith,1290 Arguello Blvd.,Yakima,WA,65154,USA,10/22/1930,M,$10K - $30K,M,3,3,Partial High School,3/25/1992,Normal,Manual,Y
2589,21187477707,John,Donnelly,1330 Nuala Street,Tixapan,DF,73791,Mexico,2/26/1930,M,$10K - $30K,M,4,3,Partial High School,2/26/1993,Normal,Manual,Y
2590,21193094300,Terry,Wang,2317 Glen Road,Renton,WA,30179,USA,2/8/1938,S,$30K - $50K,M,1,0,High School Degree,10/6/1992,Golden,Manual,N
2591,21200212836,Debra,Flanders,5267 Mt. Trinity Court,Glendale,CA,63617,USA,3/19/1979,S,$10K - $30K,F,1,0,Partial High School,7/4/1994,Normal,Manual,Y
2592,21204150300,Gonzalo,Plant,3853 Wildcat Circle,Pomona,CA,85166,USA,7/3/1942,S,$30K - $50K,M,0,0,High School Degree,2/20/1993,Bronze,Skilled Manual,N
2593,21209359169,Charlene,Hunter,7057 Striped Maple Court,Victoria,BC,84766,Canada,1/5/1941,S,$110K - $130K,F,3,0,Graduate Degree,10/9/1993,Bronze,Professional,Y
2594,21229164600,Arthur,Snow,8552 Oak Park Blvd,Olympia,WA,72477,USA,3/21/1966,M,$70K - $90K,M,3,1,Bachelors Degree,4/21/1992,Bronze,Management,Y
2595,21240247488,Rhonda,Moen,4667 Chilpancingo Pk,Royal Oak,BC,38238,Canada,9/26/1974,M,$30K - $50K,M,0,0,High School Degree,10/15/1994,Bronze,Manual,Y
2596,21241867542,Bonnie,Brook,6416 Teakwood Drive,Beverly Hills,CA,43371,USA,11/23/1960,M,$70K - $90K,M,4,4,Partial High School,2/20/1992,Golden,Professional,Y
2597,21248068800,Carla,Huntsman,2785 Snow Drive,Shawnee,BC,74293,Canada,7/24/1932,S,$130K - $150K,M,3,0,Partial High School,2/25/1994,Bronze,Management,Y
2598,21248921751,Kasandra,Anderson,7444 Cherokee Drive,Daly City,CA,93327,USA,7/10/1963,M,$10K - $30K,F,4,2,Partial High School,1/4/1990,Normal,Manual,Y
2599,21255241000,Olga,Oliver,4067 Sandiago Drive,Arcadia,CA,64119,USA,5/28/1966,M,$50K - $70K,M,2,0,Bachelors Degree,9/6/1993,Bronze,Management,N
2600,21257483400,Katherine,Hilen,8980 Sea Ranch Ct,Ballard,WA,49315,USA,9/16/1950,M,$30K - $50K,F,4,4,Partial College,3/10/1994,Normal,Clerical,Y
2601,21262375712,Suzette,Baseheart,8512 Arrowwood Circle,Los Angeles,CA,85268,USA,7/16/1966,M,$10K - $30K,F,4,2,Partial High School,5/6/1992,Normal,Manual,Y
2602,21266742300,Dana,Carol Shannon,6336 La Orinda Pl,Burlingame,CA,36625,USA,8/10/1943,M,$150K +,M,1,0,High School Degree,2/3/1991,Golden,Professional,Y
2603,21275556100,Jodi,Smith,6122 Orange St,Port Hammond,BC,38740,Canada,7/13/1967,S,$10K - $30K,M,4,0,Partial High School,8/1/1994,Normal,Manual,N
2604,21287599205,Pamela,Williams,1544 Quigley Street,Royal Oak,BC,28967,Canada,6/4/1962,S,$10K - $30K,F,3,0,High School Degree,7/16/1994,Normal,Skilled Manual,N
2605,21292389631,Josephine,Underwood,4240 El Campo Ct,Lincoln Acres,CA,96243,USA,6/3/1951,S,$10K - $30K,F,2,0,Partial High School,11/3/1992,Normal,Skilled Manual,N
2606,21305285700,Edna,Dawson,2572 Hillsborough Dr,Edmonds,WA,78923,USA,5/23/1973,S,$50K - $70K,M,4,0,Bachelors Degree,7/19/1994,Silver,Professional,Y
2607,21306476593,Sareena,Cook,5522 Deer Ridge Way,Berkeley,CA,13362,USA,10/20/1964,S,$130K - $150K,F,3,0,Partial College,12/14/1993,Bronze,Management,Y
2608,21312774419,Sandy,Spaulding,6763 Northridge Drive,Richmond,CA,34911,USA,3/13/1971,S,$10K - $30K,F,3,0,Partial High School,1/28/1992,Normal,Skilled Manual,Y
2609,21313552260,Virginia,Weiss,9967 Malibu Place,Downey,CA,34511,USA,8/22/1944,M,$10K - $30K,F,2,0,Partial High School,11/17/1990,Normal,Skilled Manual,N
2610,21314099400,Kamal,Pansa,1463 El Verano,Downey,CA,22222,USA,5/9/1931,S,$50K - $70K,F,2,0,Bachelors Degree,1/26/1990,Bronze,Professional,N
2611,21323063400,Edna,Sullivan,4921 St. Geemain Lane,Redwood City,CA,86982,USA,8/11/1971,S,$30K - $50K,M,2,0,High School Degree,7/4/1993,Normal,Skilled Manual,N
2612,21325155500,Suzanne,Sypriano,9326 Mayda Way,San Diego,CA,40855,USA,6/6/1919,M,$10K - $30K,M,1,1,Partial High School,9/18/1994,Normal,Skilled Manual,N
2613,21332773000,Richard,Butler,5695 Laurel Drive,Milwaukie,OR,37701,USA,10/4/1923,M,$30K - $50K,F,2,1,High School Degree,3/9/1993,Bronze,Manual,Y
2614,21345277428,Stacy,Glenn,1601 Crowm Court,Corvallis,OR,56735,USA,9/25/1928,M,$10K - $30K,M,3,3,Partial High School,2/23/1992,Normal,Skilled Manual,N
